EVM0001809	LOC-Os04g16970
EVM0020002	LOC-Os03g19400
EVM0020017	LOC-Os03g13770
EVM0011217	LOC-Os03g63090
EVM0037036	LOC-Os12g41180
EVM0011427	LOC-Os01g66690
EVM0016447	LOC-Os02g17870
EVM0002666	LOC-Os04g45860
EVM0030891	LOC-Os06g46880
EVM0024722	LOC-Os03g56944
EVM0002171	LOC-Os04g57330
EVM0010109	LOC-Os02g14490
EVM0022732	LOC-Os03g25750
EVM0021538	LOC-Os09g32760
EVM0018542	LOC-Os04g52890
EVM0033533	LOC-Os06g42020
EVM0014934	LOC-Os01g74140
EVM0019370	LOC-Os07g02810
EVM0034231	LOC-Os12g40570
EVM0035183	LOC-Os08g15460
EVM0035636	LOC-Os04g57510
EVM0032250	LOC-Os11g18710
EVM0036654	LOC-Os09g36450
EVM0032949	LOC-Os01g63410
EVM0013001	LOC-Os07g46340
EVM0008209	LOC-Os08g04460
EVM0003218	LOC-Os09g36110
EVM0023400	LOC-Os10g37490
EVM0024771	LOC-Os08g36410
EVM0029797	LOC-Os04g40440
EVM0032738	LOC-Os01g59740
EVM0020465	LOC-Os04g24410
EVM0031021	LOC-Os04g32370
EVM0013859	LOC-Os06g15550
EVM0006416	LOC-Os01g65100
EVM0033749	LOC-Os11g38040
EVM0004149	LOC-Os10g33874
EVM0012229	LOC-Os04g39880
EVM0015130	LOC-Os02g16630
EVM0009212	LOC-Os02g03850
EVM0006878	LOC-Os03g42650
EVM0022400	LOC-Os06g37010
EVM0019714	LOC-Os02g02620
EVM0014414	LOC-Os07g15600
EVM0007481	LOC-Os08g04280
EVM0021971	LOC-Os09g29130
EVM0004239	LOC-Os01g70390
EVM0037158	LOC-Os06g03820
EVM0031894	LOC-Os03g06180
EVM0034640	LOC-Os01g52160
EVM0029865	LOC-Os05g03190
EVM0037194	LOC-Os06g45660
EVM0007999	LOC-Os06g39600
EVM0027411	LOC-Os01g47420
EVM0028295	LOC-Os01g41610
EVM0028856	LOC-Os02g56950
EVM0014649	LOC-Os05g33230
EVM0006321	LOC-Os02g08300
EVM0000025	LOC-Os09g32025
EVM0003827	LOC-Os06g36450
EVM0018184	LOC-Os01g20940
EVM0005593	LOC-Os07g39910
EVM0005624	LOC-Os09g07460
EVM0009808	LOC-Os01g46750
EVM0025074	LOC-Os04g36850
EVM0036020	LOC-Os01g68930
EVM0018465	LOC-Os09g25760
EVM0034992	LOC-Os12g32992
EVM0016450	LOC-Os03g49200
EVM0030455	LOC-Os03g59570
EVM0000820	LOC-Os01g47550
EVM0007540	LOC-Os10g42250
EVM0036357	LOC-Os01g66860
EVM0012923	LOC-Os04g02680
EVM0036759	LOC-Os07g38160
EVM0030189	LOC-Os07g44630
EVM0024599	LOC-Os01g66600
EVM0014680	LOC-Os05g50710
EVM0013667	LOC-Os11g35360
EVM0011590	LOC-Os03g17210
EVM0011498	LOC-Os04g53670
EVM0022714	LOC-Os02g47610
EVM0033393	LOC-Os02g26140
EVM0016142	LOC-Os05g49970
EVM0022432	LOC-Os06g09230
EVM0023324	LOC-Os04g32680
EVM0020013	LOC-Os11g05320
EVM0028208	LOC-Os08g40140
EVM0019359	LOC-Os05g33040
EVM0004679	LOC-Os08g41090
EVM0033646	LOC-Os03g22270
EVM0036865	LOC-Os07g38230
EVM0032049	LOC-Os05g42120
EVM0024214	LOC-Os12g20150
EVM0036044	LOC-Os07g38070
EVM0010051	LOC-Os10g34660
EVM0012653	LOC-Os06g39708
EVM0016803	LOC-Os03g22690
EVM0002287	LOC-Os01g19290
EVM0002244	LOC-Os08g44680
EVM0004063	LOC-Os07g16130
EVM0034298	LOC-Os09g04440
EVM0018483	LOC-Os04g43916
EVM0024057	LOC-Os02g56260
EVM0028630	LOC-Os10g20240
EVM0027538	LOC-Os04g01520
EVM0012110	LOC-Os02g03690
EVM0001176	LOC-Os03g25380
EVM0010682	LOC-Os03g18430
EVM0015639	LOC-Os10g08550
EVM0006017	LOC-Os07g30330
EVM0008159	LOC-Os02g53670
EVM0019081	LOC-Os07g37820
EVM0030976	LOC-Os12g18630
EVM0011416	LOC-Os08g32930
EVM0016828	LOC-Os01g08470
EVM0014260	LOC-Os05g07270
EVM0015221	LOC-Os05g42130
EVM0010977	LOC-Os04g41900
EVM0004179	LOC-Os02g21630
EVM0024649	LOC-Os02g50340
EVM0002326	LOC-Os04g14654
EVM0019583	LOC-Os04g36590
EVM0009542	LOC-Os04g50920
EVM0035118	LOC-Os12g06740
EVM0016894	LOC-Os06g44370
EVM0015722	LOC-Os08g32100
EVM0001619	LOC-Os08g03870
EVM0001009	LOC-Os07g40630
EVM0033871	LOC-Os02g45250
EVM0011229	LOC-Os01g70410
EVM0016825	LOC-Os04g58080
EVM0000160	LOC-Os05g39730
EVM0013956	LOC-Os12g09580
EVM0032981	LOC-Os09g17760
EVM0031752	LOC-Os01g09305
EVM0007306	LOC-Os02g49770
EVM0028268	LOC-Os10g28410
EVM0000286	LOC-Os02g21660
EVM0016771	LOC-Os06g08290
EVM0005509	LOC-Os03g18820
EVM0004275	LOC-Os01g32364
EVM0023812	LOC-Os01g50960
EVM0008907	LOC-Os03g51220
EVM0008819	LOC-Os12g05590
EVM0036222	LOC-Os02g45770
EVM0000905	LOC-Os08g34740
EVM0002127	LOC-Os05g31490
EVM0013308	LOC-Os07g30790
EVM0024092	LOC-Os05g12140
EVM0006061	LOC-Os10g22430
EVM0036829	LOC-Os05g45880
EVM0024322	LOC-Os03g50480
EVM0000891	LOC-Os01g37130
EVM0006535	LOC-Os05g01820
EVM0007128	LOC-Os01g68480
EVM0012004	LOC-Os03g20530
EVM0032486	LOC-Os05g32320
EVM0012890	LOC-Os01g59520
EVM0023603	LOC-Os12g41400
EVM0002486	LOC-Os09g36270
EVM0017880	LOC-Os07g34580
EVM0006180	LOC-Os03g53600
EVM0014585	LOC-Os01g43420
EVM0015711	LOC-Os03g08930
EVM0026504	LOC-Os01g63510
EVM0026699	LOC-Os11g45590
EVM0013827	LOC-Os01g25440
EVM0004060	LOC-Os04g58250
EVM0030600	LOC-Os03g29470
EVM0036520	LOC-Os08g13360
EVM0000157	LOC-Os03g05450
EVM0020087	LOC-Os05g39670
EVM0022673	LOC-Os02g52270
EVM0019920	LOC-Os02g33140
EVM0016174	LOC-Os08g12740
EVM0012699	LOC-Os02g10260
EVM0012319	LOC-Os08g33710
EVM0030638	LOC-Os01g18320
EVM0017792	LOC-Os04g51780
EVM0011389	LOC-Os03g04770
EVM0025576	LOC-Os06g49120
EVM0004901	LOC-Os03g59710
EVM0027315	LOC-Os06g04130
EVM0021745	LOC-Os09g37040
EVM0017909	LOC-Os06g08470
EVM0037247	LOC-Os12g06800
EVM0004504	LOC-Os09g34100
EVM0024193	LOC-Os01g04630
EVM0032372	LOC-Os01g37790
EVM0031571	LOC-Os09g26360
EVM0028301	LOC-Os03g59310
EVM0018228	LOC-Os09g27850
EVM0016462	LOC-Os03g17950
EVM0000460	LOC-Os06g50650
EVM0020309	LOC-Os07g07654
EVM0012467	LOC-Os01g02170
EVM0033412	LOC-Os01g63690
EVM0017699	LOC-Os07g31460
EVM0025122	LOC-Os02g06360
EVM0016047	LOC-Os04g55260
EVM0011808	LOC-Os01g08750
EVM0010868	LOC-Os01g54240
EVM0004697	LOC-Os02g17320
EVM0017157	LOC-Os02g53050
EVM0037008	LOC-Os08g01360
EVM0035086	LOC-Os08g37444
EVM0018304	LOC-Os05g05710
EVM0033119	LOC-Os05g44210
EVM0035986	LOC-Os03g44484
EVM0022983	LOC-Os02g35470
EVM0012581	LOC-Os06g22810
EVM0000932	LOC-Os08g20020
EVM0014622	LOC-Os06g15360
EVM0025647	LOC-Os01g60270
EVM0023441	LOC-Os12g40890
EVM0006531	LOC-Os01g42234
EVM0019222	LOC-Os10g36880
EVM0020753	LOC-Os08g40160
EVM0025539	LOC-Os11g06180
EVM0021837	LOC-Os05g32330
EVM0036267	LOC-Os08g06200
EVM0017875	LOC-Os03g51580
EVM0000957	LOC-Os01g10250
EVM0014805	LOC-Os10g22520
EVM0013034	LOC-Os07g22534
EVM0007604	LOC-Os05g41790
EVM0012704	LOC-Os06g39906
EVM0028358	LOC-Os11g03050
EVM0002679	LOC-Os09g38040
EVM0021773	LOC-Os11g34370
EVM0034471	LOC-Os10g21418
EVM0013072	LOC-Os03g01222
EVM0029942	LOC-Os05g10730
EVM0004608	LOC-Os03g27450
EVM0029983	LOC-Os09g24250
EVM0033304	LOC-Os07g38730
EVM0013513	LOC-Os02g13960
EVM0003635	LOC-Os09g30350
EVM0024354	LOC-Os11g39140
EVM0021091	LOC-Os07g36420
EVM0005757	LOC-Os05g01710
EVM0034960	LOC-Os10g30760
EVM0015484	LOC-Os07g10540
EVM0026846	LOC-Os05g23420
EVM0035383	LOC-Os11g30240
EVM0034156	LOC-Os01g56520
EVM0008389	LOC-Os09g21230
EVM0036218	LOC-Os03g13450
EVM0020407	LOC-Os02g32860
EVM0008468	LOC-Os11g29350
EVM0028378	LOC-Os11g37100
EVM0027598	LOC-Os05g30130
EVM0003077	LOC-Os09g32450
EVM0008119	LOC-Os05g04860
EVM0018449	LOC-Os07g15270
EVM0015707	LOC-Os07g47260
EVM0027513	LOC-Os01g72200
EVM0034715	LOC-Os05g31480
EVM0007703	LOC-Os03g17780
EVM0011137	LOC-Os02g27490
EVM0028251	LOC-Os01g63400
EVM0023498	LOC-Os03g32490
EVM0029246	LOC-Os02g30460
EVM0030283	LOC-Os01g53910
EVM0001459	LOC-Os01g60230
EVM0023416	LOC-Os05g06770
EVM0013538	LOC-Os02g01350
EVM0030762	LOC-Os01g61890
EVM0005927	LOC-Os01g50830
EVM0027048	LOC-Os02g24598
EVM0025413	LOC-Os03g20410
EVM0002845	LOC-Os07g38360
EVM0032697	LOC-Os09g11510
EVM0016459	LOC-Os01g69250
EVM0029286	LOC-Os11g01010
EVM0024462	LOC-Os06g45440
EVM0034212	LOC-Os07g26490
EVM0008508	LOC-Os01g08400
EVM0032228	LOC-Os04g41320
EVM0009410	LOC-Os03g58640
EVM0017406	LOC-Os12g19180
EVM0010894	LOC-Os04g02900
EVM0028731	LOC-Os09g32290
EVM0005989	LOC-Os06g43560
EVM0032854	LOC-Os01g36080
EVM0019875	LOC-Os02g39360
EVM0032999	LOC-Os01g37470
EVM0011381	LOC-Os03g02390
EVM0019100	LOC-Os03g05920
EVM0009684	LOC-Os07g44360
EVM0037332	LOC-Os07g07230
EVM0008483	LOC-Os05g27960
EVM0035737	LOC-Os02g33600
EVM0036373	LOC-Os01g19694
EVM0003632	LOC-Os01g27190
EVM0010476	LOC-Os04g36710
EVM0005639	LOC-Os04g33220
EVM0037358	LOC-Os03g64140
EVM0004154	LOC-Os04g44150
EVM0029521	LOC-Os02g12360
EVM0002872	LOC-Os09g24710
EVM0017680	LOC-Os06g38294
EVM0006322	LOC-Os05g20020
EVM0030372	LOC-Os03g09100
EVM0025109	LOC-Os03g27250
EVM0032305	LOC-Os04g51580
EVM0007375	LOC-Os01g63540
EVM0003250	LOC-Os03g45290
EVM0011073	LOC-Os03g08700
EVM0006166	LOC-Os06g03850
EVM0017041	LOC-Os12g08820
EVM0031354	LOC-Os04g42580
EVM0012315	LOC-Os07g47370
EVM0022892	LOC-Os01g01790
EVM0023714	LOC-Os03g63360
EVM0008294	LOC-Os10g22460
EVM0007671	LOC-Os10g10170
EVM0030251	LOC-Os03g03180
EVM0024580	LOC-Os04g56530
EVM0010920	LOC-Os02g11780
EVM0026296	LOC-Os03g36750
EVM0034678	LOC-Os04g21950
EVM0027933	LOC-Os05g33290
EVM0028543	LOC-Os11g33120
EVM0027212	LOC-Os02g44680
EVM0001854	LOC-Os06g48770
EVM0028622	LOC-Os03g11520
EVM0013266	LOC-Os09g29420
EVM0029164	LOC-Os09g38410
EVM0008555	LOC-Os11g39650
EVM0024617	LOC-Os02g26700
EVM0024547	LOC-Os01g63980
EVM0005104	LOC-Os03g19650
EVM0035856	LOC-Os02g46130
EVM0036125	LOC-Os03g11670
EVM0006515	LOC-Os01g12830
EVM0029585	LOC-Os02g48600
EVM0005631	LOC-Os10g38276
EVM0025186	LOC-Os08g39740
EVM0012645	LOC-Os01g68070
EVM0025698	LOC-Os03g17250
EVM0021913	LOC-Os06g24704
EVM0000187	LOC-Os07g40550
EVM0011810	LOC-Os05g49050
EVM0020554	LOC-Os05g02210
EVM0036024	LOC-Os11g43600
EVM0004731	LOC-Os03g22120
EVM0005194	LOC-Os07g41750
EVM0007400	LOC-Os06g04530
EVM0020632	LOC-Os12g07190
EVM0014772	LOC-Os09g27830
EVM0024998	LOC-Os03g63720
EVM0006285	LOC-Os10g33290
EVM0026834	LOC-Os01g15110
EVM0018955	LOC-Os11g20360
EVM0014979	LOC-Os03g03860
EVM0034286	LOC-Os11g26030
EVM0010060	LOC-Os12g39180
EVM0023147	LOC-Os11g16430
EVM0019653	LOC-Os07g49320
EVM0034483	LOC-Os03g01580
EVM0019833	LOC-Os01g56330
EVM0029571	LOC-Os06g45120
EVM0004884	LOC-Os04g43300
EVM0001229	LOC-Os09g31120
EVM0016920	LOC-Os09g10750
EVM0013637	LOC-Os01g69030
EVM0018863	LOC-Os01g29230
EVM0014215	LOC-Os01g69090
EVM0017673	LOC-Os01g68440
EVM0003458	LOC-Os07g05960
EVM0033401	LOC-Os05g39450
EVM0007127	LOC-Os09g24650
EVM0019623	LOC-Os11g03690
EVM0033830	LOC-Os08g17680
EVM0023307	LOC-Os09g20000
EVM0031301	LOC-Os03g11360
EVM0003764	LOC-Os12g03370
EVM0007450	LOC-Os06g13020
EVM0021631	LOC-Os07g38390
EVM0009197	LOC-Os02g51830
EVM0006665	LOC-Os03g50740
EVM0024715	LOC-Os11g37510
EVM0017153	LOC-Os06g46960
EVM0031327	LOC-Os01g61430
EVM0037102	LOC-Os01g13320
EVM0010572	LOC-Os07g36250
EVM0029276	LOC-Os07g30840
EVM0028716	LOC-Os02g54860
EVM0005434	LOC-Os10g34310
EVM0037251	LOC-Os09g02170
EVM0011224	LOC-Os03g59060
EVM0000990	LOC-Os08g27840
EVM0015422	LOC-Os06g13660
EVM0009839	LOC-Os01g72680
EVM0013086	LOC-Os03g63300
EVM0001250	LOC-Os01g70170
EVM0029128	LOC-Os03g11540
EVM0011943	LOC-Os01g46070
EVM0020360	LOC-Os03g11100
EVM0015577	LOC-Os05g35540
EVM0020090	LOC-Os06g12990
EVM0009333	LOC-Os12g42700
EVM0013186	LOC-Os03g21730
EVM0029760	LOC-Os06g48320
EVM0017235	LOC-Os08g39310
EVM0023042	LOC-Os05g11710
EVM0035166	LOC-Os07g30980
EVM0029363	LOC-Os03g10200
EVM0026759	LOC-Os09g25310
EVM0026752	LOC-Os07g08660
EVM0030656	LOC-Os04g44890
EVM0016988	LOC-Os08g40840
EVM0023545	LOC-Os04g09800
EVM0021105	LOC-Os03g44810
EVM0027112	LOC-Os08g29590
EVM0023628	LOC-Os03g53880
EVM0002753	LOC-Os03g63580
EVM0013597	LOC-Os02g43180
EVM0007647	LOC-Os05g01110
EVM0005123	LOC-Os01g54270
EVM0032551	LOC-Os03g42840
EVM0022573	LOC-Os06g42720
EVM0027681	LOC-Os07g41800
EVM0006586	ChrSy
EVM0000688	LOC-Os02g35620
EVM0020622	LOC-Os01g71960
EVM0018604	LOC-Os03g42320
EVM0019783	LOC-Os09g31170
EVM0024380	LOC-Os02g41890
EVM0001344	LOC-Os01g17390
EVM0024798	LOC-Os02g52830
EVM0014952	LOC-Os03g03470
EVM0008335	LOC-Os10g25210
EVM0026259	LOC-Os07g44930
EVM0006112	LOC-Os04g41470
EVM0011352	LOC-Os03g02762
EVM0002218	LOC-Os10g36530
EVM0025562	LOC-Os03g32100
EVM0013136	LOC-Os06g12390
EVM0036205	LOC-Os06g08570
EVM0033688	LOC-Os06g40440
EVM0029083	LOC-Os03g31310
EVM0016975	LOC-Os04g30890
EVM0031062	LOC-Os06g46240
EVM0023350	LOC-Os05g48422
EVM0008652	LOC-Os11g37730
EVM0016506	LOC-Os07g42640
EVM0003768	LOC-Os05g48810
EVM0027403	LOC-Os01g56640
EVM0005607	LOC-Os02g34510
EVM0009730	LOC-Os03g06240
EVM0009439	LOC-Os02g53830
EVM0021003	LOC-Os03g15920
EVM0030645	LOC-Os05g42350
EVM0012774	LOC-Os01g25270
EVM0026797	LOC-Os07g26110
EVM0001883	LOC-Os02g51790
EVM0011826	LOC-Os02g02890
EVM0006089	LOC-Os06g21600
EVM0028931	LOC-Os01g03710
EVM0020479	LOC-Os01g47190
EVM0019167	LOC-Os03g60400
EVM0034028	LOC-Os05g02120
EVM0006473	LOC-Os02g35900
EVM0037347	LOC-Os05g13580
EVM0037073	LOC-Os02g10060
EVM0002584	LOC-Os01g40280
EVM0024851	LOC-Os03g14000
EVM0021702	LOC-Os07g37950
EVM0001477	LOC-Os02g36360
EVM0030974	LOC-Os01g11340
EVM0026479	LOC-Os06g51210
EVM0001105	LOC-Os10g42720
EVM0021750	LOC-Os01g63270
EVM0024627	LOC-Os05g37150
EVM0031377	LOC-Os03g05330
EVM0016069	LOC-Os12g37640
EVM0034174	LOC-Os06g17840
EVM0016291	LOC-Os05g08810
EVM0023194	LOC-Os05g14590
EVM0030676	LOC-Os06g23430
EVM0030679	LOC-Os07g24190
EVM0031735	LOC-Os08g06460
EVM0019713	LOC-Os02g34830
EVM0011102	LOC-Os03g49190
EVM0016617	LOC-Os12g36640
EVM0006264	LOC-Os07g07000
EVM0025452	LOC-Os11g48030
EVM0024757	LOC-Os08g28690
EVM0000783	LOC-Os07g17460
EVM0020478	LOC-Os04g55130
EVM0016036	LOC-Os05g37450
EVM0028132	LOC-Os01g54540
EVM0027501	LOC-Os04g33280
EVM0016246	LOC-Os10g32980
EVM0007464	LOC-Os01g33040
EVM0015090	LOC-Os07g43380
EVM0035989	LOC-Os02g42350
EVM0032132	LOC-Os02g29340
EVM0034337	LOC-Os05g07632
EVM0033675	LOC-Os01g68450
EVM0001494	LOC-Os01g40710
EVM0000436	LOC-Os05g25210
EVM0005017	LOC-Os08g37456
EVM0015798	LOC-Os11g26890
EVM0025365	LOC-Os02g33430
EVM0016416	LOC-Os07g30250
EVM0013406	LOC-Os03g19520
EVM0014834	LOC-Os07g49290
EVM0029977	LOC-Os11g45710
EVM0008105	LOC-Os01g31760
EVM0032375	LOC-Os02g57080
EVM0005400	LOC-Os01g53800
EVM0006250	LOC-Os03g25770
EVM0004790	LOC-Os04g54940
EVM0007410	LOC-Os04g37720
EVM0028186	LOC-Os09g36040
EVM0026269	LOC-Os01g74610
EVM0029062	LOC-Os03g18160
EVM0016066	LOC-Os05g18770
EVM0017230	LOC-Os04g57890
EVM0022241	LOC-Os09g37610
EVM0029364	LOC-Os01g73690
EVM0014573	LOC-Os03g48380
EVM0007222	LOC-Os03g22340
EVM0011939	LOC-Os11g26140
EVM0000283	LOC-Os09g36800
EVM0021639	LOC-Os01g16430
EVM0024211	LOC-Os03g50390
EVM0024148	LOC-Os01g01400
EVM0007743	LOC-Os04g48940
EVM0000572	LOC-Os06g08280
EVM0029268	LOC-Os02g46380
EVM0028740	LOC-Os07g37156
EVM0009735	LOC-Os08g25570
EVM0001523	LOC-Os02g50900
EVM0030818	LOC-Os01g68750
EVM0021569	LOC-Os11g47390
EVM0013338	LOC-Os02g04020
EVM0016319	LOC-Os09g26830
EVM0018996	LOC-Os01g73514
EVM0032233	LOC-Os01g01710
EVM0029454	LOC-Os04g57220
EVM0031095	LOC-Os01g53840
EVM0016390	LOC-Os02g41910
EVM0026967	LOC-Os06g39744
EVM0031676	LOC-Os02g54470
EVM0023937	LOC-Os04g33830
EVM0017232	LOC-Os09g20650
EVM0003906	LOC-Os05g41510
EVM0030096	LOC-Os03g05440
EVM0035918	LOC-Os02g01450
EVM0036185	LOC-Os02g17520
EVM0034904	LOC-Os03g58590
EVM0002200	LOC-Os06g41070
EVM0009306	LOC-Os07g22400
EVM0036796	LOC-Os07g39590
EVM0036064	LOC-Os10g33250
EVM0025962	LOC-Os01g14630
EVM0027647	LOC-Os09g37920
EVM0004606	LOC-Os06g05080
EVM0035973	LOC-Os10g34750
EVM0035980	LOC-Os01g48720
EVM0026542	LOC-Os02g45750
EVM0032409	LOC-Os12g05900
EVM0017576	LOC-Os12g02690
EVM0017940	LOC-Os01g43030
EVM0012011	LOC-Os10g29470
EVM0025447	LOC-Os08g26880
EVM0029166	LOC-Os01g33160
EVM0019034	LOC-Os02g30180
EVM0022142	LOC-Os06g01210
EVM0001601	LOC-Os02g46260
EVM0017937	LOC-Os02g53530
EVM0021421	LOC-Os03g55080
EVM0028453	LOC-Os07g40790
EVM0016833	LOC-Os05g35360
EVM0026396	LOC-Os09g38970
EVM0021616	LOC-Os01g67580
EVM0011756	LOC-Os07g40750
EVM0024608	LOC-Os08g44320
EVM0011701	LOC-Os07g46640
EVM0009799	LOC-Os01g32350
EVM0020195	LOC-Os05g05950
EVM0011466	LOC-Os05g35230
EVM0031757	LOC-Os07g46370
EVM0029424	LOC-Os11g42080
EVM0020775	LOC-Os02g39330
EVM0015396	LOC-Os07g27150
EVM0023486	LOC-Os06g07140
EVM0001486	LOC-Os08g29200
EVM0034005	LOC-Os02g48590
EVM0025782	LOC-Os01g63160
EVM0019175	LOC-Os08g39960
EVM0031616	LOC-Os09g36220
EVM0033202	LOC-Os10g13550
EVM0035884	LOC-Os06g24594
EVM0018117	LOC-Os07g10190
EVM0027349	LOC-Os10g34170
EVM0017437	LOC-Os04g16770
EVM0003302	LOC-Os12g27060
EVM0016516	LOC-Os03g46740
EVM0013025	LOC-Os06g45330
EVM0010999	LOC-Os08g25310
EVM0020598	LOC-Os02g52420
EVM0024866	LOC-Os04g42330
EVM0034580	LOC-Os04g35380
EVM0031370	LOC-Os01g43020
EVM0028851	LOC-Os07g47470
EVM0004213	LOC-Os03g42220
EVM0022711	LOC-Os12g31790
EVM0026132	LOC-Os05g43480
EVM0003846	LOC-Os01g07140
EVM0015726	LOC-Os06g47330
EVM0003424	LOC-Os06g06400
EVM0011640	LOC-Os07g48850
EVM0008439	LOC-Os05g49830
EVM0008314	LOC-Os08g07700
EVM0000134	LOC-Os01g12800
EVM0027422	LOC-Os04g55740
EVM0001754	LOC-Os08g08190
EVM0022760	LOC-Os08g07430
EVM0017368	LOC-Os01g16090
EVM0015564	LOC-Os06g08400
EVM0020570	LOC-Os12g01530
EVM0007048	LOC-Os03g09200
EVM0005901	LOC-Os04g32550
EVM0003860	LOC-Os03g06220
EVM0021761	LOC-Os03g10478
EVM0027329	LOC-Os07g49270
EVM0036897	LOC-Os01g56320
EVM0004874	LOC-Os06g49430
EVM0001532	LOC-Os02g32520
EVM0019178	LOC-Os03g49710
EVM0006684	LOC-Os06g36910
EVM0018194	LOC-Os12g19030
EVM0036694	LOC-Os01g62620
EVM0007160	LOC-Os03g46300
EVM0034721	LOC-Os01g49010
EVM0022203	LOC-Os03g57840
EVM0014381	LOC-Os01g37770
EVM0020784	LOC-Os01g74540
EVM0025615	LOC-Os04g40550
EVM0008764	LOC-Os04g51080
EVM0026243	LOC-Os04g01674
EVM0021740	LOC-Os03g55210
EVM0003823	LOC-Os02g55020
EVM0030457	LOC-Os03g08110
EVM0003609	LOC-Os03g55620
EVM0008208	LOC-Os05g05660
EVM0010434	LOC-Os05g40650
EVM0003120	LOC-Os02g20490
EVM0018740	LOC-Os03g08430
EVM0024312	LOC-Os10g39870
EVM0026140	LOC-Os01g71420
EVM0033988	LOC-Os02g01960
EVM0005081	LOC-Os05g49650
EVM0022623	LOC-Os01g69110
EVM0019712	LOC-Os11g05556
EVM0033612	LOC-Os05g28510
EVM0000255	LOC-Os01g48500
EVM0001927	LOC-Os06g43850
EVM0009765	LOC-Os08g22149
EVM0018303	LOC-Os01g10790
EVM0029250	LOC-Os08g31980
EVM0025118	LOC-Os07g32730
EVM0029457	LOC-Os03g53110
EVM0025345	LOC-Os09g33480
EVM0017032	LOC-Os01g32660
EVM0003972	LOC-Os03g07990
EVM0025907	LOC-Os01g02890
EVM0005367	LOC-Os02g47310
EVM0021298	LOC-Os01g40590
EVM0016621	LOC-Os04g48230
EVM0004331	LOC-Os02g18480
EVM0022538	LOC-Os09g19850
EVM0003512	LOC-Os04g56640
EVM0005882	LOC-Os05g05480
EVM0012605	LOC-Os04g36058
EVM0031554	LOC-Os07g29770
EVM0015767	LOC-Os04g46310
EVM0003063	LOC-Os12g42230
EVM0001329	LOC-Os06g36940
EVM0016848	LOC-Os01g02050
EVM0023007	LOC-Os02g40830
EVM0026098	LOC-Os03g10190
EVM0015506	LOC-Os03g51550
EVM0020285	LOC-Os05g01570
EVM0031112	LOC-Os04g39190
EVM0003996	LOC-Os01g03740
EVM0036699	LOC-Os12g04930
EVM0031758	LOC-Os01g39380
EVM0031709	LOC-Os01g08970
EVM0000963	LOC-Os01g41750
EVM0023097	LOC-Os05g49700
EVM0000462	LOC-Os02g20430
EVM0022492	LOC-Os05g46250
EVM0012195	LOC-Os05g02690
EVM0021451	LOC-Os11g37890
EVM0000245	LOC-Os02g58070
EVM0009045	LOC-Os03g10820
EVM0000337	LOC-Os01g53750
EVM0032727	LOC-Os01g16354
EVM0027511	LOC-Os07g36140
EVM0027129	LOC-Os06g12100
EVM0004115	LOC-Os03g02150
EVM0012917	LOC-Os02g56219
EVM0025842	LOC-Os12g08180
EVM0015051	LOC-Os05g30490
EVM0030077	LOC-Os01g01640
EVM0016460	LOC-Os03g60550
EVM0025566	LOC-Os01g54370
EVM0012693	LOC-Os01g50200
EVM0035864	LOC-Os01g55650
EVM0021539	LOC-Os08g34050
EVM0030913	LOC-Os07g48960
EVM0025819	LOC-Os08g20160
EVM0021262	LOC-Os03g52794
EVM0015387	LOC-Os12g23610
EVM0012580	LOC-Os11g13890
EVM0006572	LOC-Os03g24730
EVM0020106	LOC-Os05g41880
EVM0011724	LOC-Os02g53680
EVM0013381	LOC-Os08g06510
EVM0009035	LOC-Os06g08090
EVM0013946	LOC-Os05g27820
EVM0000900	LOC-Os07g32400
EVM0013477	LOC-Os03g42880
EVM0009009	LOC-Os11g48070
EVM0013125	LOC-Os02g57220
EVM0025145	LOC-Os04g32490
EVM0023053	LOC-Os09g36350
EVM0035561	LOC-Os01g38480
EVM0019922	LOC-Os02g08260
EVM0029545	LOC-Os05g38330
EVM0023967	LOC-Os10g33930
EVM0025412	LOC-Os03g02550
EVM0004579	LOC-Os08g40590
EVM0030043	LOC-Os06g39050
EVM0002906	LOC-Os04g48350
EVM0000121	LOC-Os09g27210
EVM0035746	LOC-Os04g49560
EVM0026974	LOC-Os12g41900
EVM0016965	LOC-Os11g47330
EVM0037322	LOC-Os11g05870
EVM0002436	LOC-Os02g55470
EVM0035816	LOC-Os03g30000
EVM0031397	LOC-Os03g11910
EVM0028277	LOC-Os01g07260
EVM0012578	LOC-Os01g04930
EVM0023985	LOC-Os06g08490
EVM0034833	LOC-Os01g37590
EVM0012747	LOC-Os01g72240
EVM0035356	LOC-Os05g04530
EVM0003908	LOC-Os02g56040
EVM0017523	LOC-Os11g05570
EVM0035790	LOC-Os01g07100
EVM0000979	LOC-Os01g74190
EVM0009488	LOC-Os12g40440
EVM0018006	LOC-Os09g39980
EVM0029140	LOC-Os01g70160
EVM0023129	LOC-Os08g33430
EVM0035732	LOC-Os01g01420
EVM0036189	LOC-Os02g07980
EVM0011093	LOC-Os06g06740
EVM0037294	LOC-Os10g41430
EVM0001021	LOC-Os06g40590
EVM0018654	LOC-Os04g35910
EVM0025945	LOC-Os10g36190
EVM0027011	LOC-Os12g38760
EVM0002886	LOC-Os08g03676
EVM0018246	LOC-Os08g06060
EVM0001455	LOC-Os04g33860
EVM0009096	LOC-Os02g27480
EVM0004440	LOC-Os02g15220
EVM0036884	LOC-Os04g31350
