EVM0000006	AT1G44760
EVM0003208	AT4G22310
EVM0003212	AT2G19760
EVM0003218	AT1G32940
EVM0003219	AT4G38213
EVM0003223	AT1G06710
EVM0003227	AT5G15802
EVM0003229	AT5G10490
EVM0003232	AT1G79020
EVM0003234	AT4G26450
EVM0003239	AT5G48030
EVM0003244	AT3G23160
EVM0003245	AT1G56020
EVM0003247	AT1G04910
EVM0003252	AT4G02680
EVM0003258	AT3G07700
EVM0003263	AT4G02990
EVM0003270	AT3G01990
EVM0003276	AT3G16780
EVM0003277	AT2G24960
EVM0003280	AT1G13310
EVM0003284	AT5G25110
EVM0003285	AT1G12430
EVM0003292	AT2G28100
EVM0003295	AT4G34740
EVM0003297	AT4G25500
EVM0003299	AT3G63290
EVM0003300	AT3G62600
EVM0003301	AT3G06620
EVM0003302	AT5G06400
EVM0003305	AT4G27650
EVM0003306	AT5G55590
EVM0003312	AT3G27670
EVM0003320	AT2G15290
EVM0003324	AT5G10940
EVM0003327	AT4G24820
EVM0003330	AT5G64730
EVM0003331	AT4G20140
EVM0003333	AT1G11890
EVM0003335	AT5G22380
EVM0003336	AT4G33920
EVM0003337	AT1G28480
EVM0003339	AT4G19830
EVM0003341	AT5G50170
EVM0003342	AT3G05270
EVM0003347	AT5G15450
EVM0003351	AT5G49665
EVM0003352	AT1G78710
EVM0003353	AT5G51100
EVM0003355	AT5G60940
EVM0003361	AT1G34550
EVM0003367	AT2G19460
EVM0003368	AT4G25960
EVM0003372	AT3G26430
EVM0003378	AT2G17290
EVM0003380	AT3G56160
EVM0003382	AT5G55610
EVM0003388	AT2G45970
EVM0003389	AT3G23070
EVM0003393	AT3G62870
EVM0003395	AT4G24910
EVM0003397	AT1G10360
EVM0003399	AT5G02640
EVM0003401	AT3G24010
EVM0003404	AT2G36910
EVM0003406	AT3G22990
EVM0003412	AT2G27510
EVM0003414	AT1G04860
EVM0003415	AT4G23650
EVM0003422	AT2G44060
EVM0003427	AT1G76440
EVM0003436	AT3G04650
EVM0003437	AT4G32760
EVM0003439	AT3G26380
EVM0003445	AT1G04635
EVM0003446	AT3G10350
EVM0003447	AT5G41790
EVM0003449	AT5G64410
EVM0003455	AT3G17360
EVM0003458	AT4G14970
EVM0003459	AT5G57900
EVM0003461	AT3G52570
EVM0003462	AT2G16370
EVM0003464	AT3G21240
EVM0003467	AT5G04460
EVM0003471	AT3G14120
EVM0003472	AT3G16810
EVM0003475	AT1G14280
EVM0003476	AT4G19840
EVM0003478	AT5G11620
EVM0003479	AT5G26180
EVM0003488	AT1G72175
EVM0003490	AT4G15800
EVM0003491	AT2G03820
EVM0003493	AT2G04842
EVM0003495	AT4G20390
EVM0003497	AT2G33560
EVM0003500	AT3G54010
EVM0003512	AT5G03500
EVM0003513	AT2G39090
EVM0003515	AT3G20770
EVM0003517	AT4G36670
EVM0003519	AT1G33400
EVM0003525	AT4G38810
EVM0003526	AT4G33440
EVM0003534	AT5G57030
EVM0003536	AT2G36930
EVM0003537	AT1G60890
EVM0003539	AT2G20370
EVM0003553	AT1G72440
EVM0003554	AT3G53990
EVM0003555	AT2G41835
EVM0003557	AT1G77330
EVM0003558	AT3G44370
EVM0003559	AT4G22200
EVM0003567	AT2G18980
EVM0003568	AT1G33360
EVM0003576	AT1G52150
EVM0003581	AT3G57750
EVM0003583	AT1G71770
EVM0003589	AT5G37710
EVM0003591	AT1G12240
EVM0003592	AT1G77510
EVM0003598	AT1G67660
EVM0003604	AT2G34860
EVM0003609	AT2G45490
EVM0003615	AT3G11530
EVM0003616	AT5G19875
EVM0003620	AT5G13570
EVM0003622	AT5G18400
EVM0003632	AT1G09070
EVM0003635	AT4G26455
EVM0003638	AT5G13280
EVM0003643	AT5G11330
EVM0003644	AT3G58720
EVM0003649	AT2G05920
EVM0003651	AT1G13860
EVM0003652	AT1G09890
EVM0003653	AT2G23620
EVM0003655	AT5G61520
EVM0003657	AT5G03290
EVM0003661	AT4G15840
EVM0003663	AT4G08960
EVM0003668	AT1G14710
EVM0003674	AT2G45290
EVM0003687	AT2G44150
EVM0003688	AT1G27410
EVM0003689	AT2G47790
EVM0003690	AT2G47500
EVM0003693	AT1G76050
EVM0003699	AT2G45680
EVM0003702	AT1G49975
EVM0003704	AT3G26420
EVM0003708	AT1G32550
EVM0003709	AT3G13670
EVM0003711	AT1G09610
EVM0003712	AT1G31970
EVM0003714	AT4G09980
EVM0003716	AT5G09770
EVM0003717	AT4G16130
EVM0003719	AT5G04840
EVM0003724	AT5G62960
EVM0003729	AT5G55580
EVM0003730	AT1G03600
EVM0003732	AT5G14170
EVM0003734	AT5G53130
EVM0003739	AT2G36320
EVM0003740	AT1G53720
EVM0003743	AT4G02580
EVM0003744	AT1G27090
EVM0003749	AT5G48400
EVM0003751	AT2G15560
EVM0003761	AT5G05510
EVM0003763	AT4G23990
EVM0003764	AT2G27080
EVM0003765	AT3G04480
EVM0003766	AT3G12580
EVM0003768	AT2G20560
EVM0003769	AT3G15090
EVM0003774	AT4G28530
EVM0003775	AT3G16490
EVM0003778	AT5G26610
EVM0003784	AT5G56290
EVM0003788	AT4G28980
EVM0003789	AT4G26860
EVM0003791	AT2G39750
EVM0003795	AT4G10430
EVM0003796	AT3G44160
EVM0003801	AT1G04700
EVM0003811	AT4G30000
EVM0003814	AT2G42570
EVM0003821	AT5G18610
EVM0003823	AT5G46680
EVM0003827	AT2G38460
EVM0003834	AT2G38560
EVM0003837	AT2G05940
EVM0003838	AT2G47060
EVM0003840	AT4G14145
EVM0003846	AT5G01660
EVM0003847	AT4G24710
EVM0003848	AT3G11980
EVM0003852	AT3G51810
EVM0003855	AT3G19540
EVM0003856	AT3G42050
EVM0003857	AT3G27110
EVM0003858	AT4G36710
EVM0003859	AT2G20840
EVM0003860	AT3G53110
EVM0003864	AT4G38250
EVM0003870	AT3G07510
EVM0003873	AT1G32750
EVM0003883	AT1G67260
EVM0003884	AT2G17670
EVM0003885	AT1G64295
EVM0003886	AT5G43180
EVM0003890	AT2G31190
EVM0003893	AT5G48840
EVM0003894	AT3G51620
EVM0003897	AT5G47710
EVM0003899	AT4G18370
EVM0003902	AT4G37925
EVM0003903	AT2G06005
EVM0003906	AT1G65440
EVM0003908	AT1G80030
EVM0003909	AT4G10930
EVM0003913	AT5G40380
EVM0003914	AT2G36450
EVM0003915	AT5G37660
EVM0003919	AT4G36480
EVM0003928	AT2G39210
EVM0003929	AT5G41150
EVM0003932	AT1G61250
EVM0003933	AT4G34610
EVM0003934	AT3G14200
EVM0003939	AT2G01590
EVM0003949	AT2G36310
EVM0003952	AT4G19160
EVM0003956	AT2G26890
EVM0003957	AT2G01770
EVM0003958	AT5G42210
EVM0003960	AT4G31540
EVM0003965	AT4G24670
EVM0003968	AT1G75020
EVM0003971	AT5G13610
EVM0003976	AT1G71310
EVM0003977	AT2G36330
EVM0003978	AT3G24503
EVM0003987	AT1G69180
EVM0003988	AT3G21215
EVM0003989	AT5G15270
EVM0003993	AT3G51680
EVM0003995	AT5G35080
EVM0003996	AT1G68290
EVM0003997	AT5G07180
EVM0004002	AT3G54380
EVM0004004	AT3G54880
EVM0004008	AT5G42655
EVM0004013	AT2G35390
EVM0004014	AT5G54920
EVM0004015	AT5G42770
EVM0004016	AT5G52800
EVM0004021	AT2G44310
EVM0004032	AT1G56290
EVM0004040	AT4G29070
EVM0004047	AT1G31330
EVM0004048	AT3G01840
EVM0004052	AT1G11870
EVM0004063	AT1G72030
EVM0004065	AT2G31980
EVM0004066	AT4G11090
EVM0004067	AT5G13910
EVM0004069	AT4G04940
EVM0004072	AT5G17640
EVM0004075	AT2G02170
EVM0004077	AT4G34030
EVM0004082	AT1G15980
EVM0004083	AT2G17525
EVM0004084	AT1G24090
EVM0004087	AT1G27990
EVM0004091	AT1G54350
EVM0004092	AT2G05620
EVM0004093	AT3G60370
EVM0004101	AT4G03415
EVM0004102	AT1G55740
EVM0004103	AT2G44290
EVM0004106	AT4G31210
EVM0004114	AT2G36640
EVM0004115	AT5G22780
EVM0004122	AT3G60580
EVM0004124	AT5G17310
EVM0004129	AT3G12530
EVM0004130	AT1G68020
EVM0004131	AT4G37770
EVM0004134	AT1G26100
EVM0004137	AT3G19300
EVM0004143	AT1G59760
EVM0004149	AT1G13630
EVM0004153	AT3G20650
EVM0004154	AT4G21200
EVM0004156	AT2G43650
EVM0004158	AT3G27400
EVM0004168	AT1G03540
EVM0004171	AT1G60950
EVM0004172	AT4G18040
EVM0004173	AT3G17660
EVM0004175	AT2G14110
EVM0004177	AT5G16560
EVM0004179	AT5G63060
EVM0004181	AT3G55390
EVM0004183	AT4G08180
EVM0004185	AT1G10180
EVM0004186	AT1G08550
EVM0004187	AT5G49920
EVM0004193	AT4G02560
EVM0004195	AT3G56870
EVM0004197	AT1G51510
EVM0004198	AT2G20180
EVM0004199	AT3G61080
EVM0004202	AT3G57050
EVM0004206	AT2G24240
EVM0004208	AT5G66150
EVM0004213	AT5G20890
EVM0004215	AT5G39660
EVM0004221	AT1G28490
EVM0004223	AT5G46150
EVM0004224	AT2G26800
EVM0004225	AT2G41700
EVM0004233	AT4G22970
EVM0004234	AT4G21720
EVM0004237	AT5G50100
EVM0004239	AT3G19340
EVM0004246	AT1G76760
EVM0004252	AT2G28790
EVM0004253	AT1G19260
EVM0004254	AT4G18465
EVM0004255	AT4G03170
EVM0004256	AT1G07740
EVM0004259	AT3G07320
EVM0004269	AT3G61360
EVM0004270	AT3G52610
EVM0004271	AT4G14950
EVM0004275	AT3G18080
EVM0004288	AT1G14890
EVM0004291	AT1G05420
EVM0004292	AT1G32490
EVM0004294	AT4G24470
EVM0004297	AT3G43590
EVM0004298	AT5G66850
EVM0004299	AT3G25800
EVM0004302	AT3G26400
EVM0004303	AT3G20260
EVM0004309	AT5G57880
EVM0004321	AT1G47420
EVM0004328	AT1G63660
EVM0004329	AT3G13225
EVM0004331	AT4G10955
EVM0004338	AT1G31660
EVM0004340	AT1G11700
EVM0004341	AT5G53020
EVM0004342	AT1G02840
EVM0004344	AT4G12910
EVM0004349	AT3G62230
EVM0004353	AT4G31040
EVM0004354	AT2G25780
EVM0004355	AT2G33340
EVM0004356	AT1G55840
EVM0004357	AT4G15240
EVM0004363	AT5G17540
EVM0004365	AT1G17260
EVM0004373	AT2G47960
EVM0004376	AT3G01820
EVM0004384	AT3G05030
EVM0004388	AT3G16565
EVM0004390	AT1G47550
EVM0004391	AT5G10530
EVM0004398	AT1G69060
EVM0004399	AT4G11610
EVM0004401	AT5G09920
EVM0004402	AT3G24200
EVM0004406	AT2G35490
EVM0004407	AT5G13400
EVM0004408	AT1G73460
EVM0004409	AT1G33490
EVM0004412	AT5G57170
EVM0004413	AT5G11310
EVM0004414	AT3G18950
EVM0004415	AT4G20050
EVM0004421	AT2G21610
EVM0004422	AT1G48900
EVM0004431	AT1G22450
EVM0004432	AT1G07010
EVM0004433	AT5G43680
EVM0004439	AT4G26680
EVM0004445	AT5G58290
EVM0004448	AT2G18900
EVM0004451	AT5G14230
EVM0004453	AT1G73140
EVM0004454	AT3G05990
EVM0004456	AT1G32100
EVM0004457	AT1G29040
EVM0004458	AT2G38660
EVM0004459	AT1G05600
EVM0004461	AT3G50770
EVM0004462	AT5G22040
EVM0004467	AT1G06840
EVM0004468	AT5G51680
EVM0004469	AT4G37070
EVM0004471	AT5G27280
EVM0004486	AT1G68740
EVM0004488	AT5G22360
EVM0004490	AT4G12540
EVM0004493	AT5G58230
EVM0004494	AT5G60580
EVM0004495	AT2G43190
EVM0004499	AT4G23460
EVM0004504	AT1G06130
EVM0004505	AT2G16390
EVM0004507	AT1G11925
EVM0004508	AT5G58480
EVM0004509	AT5G61760
EVM0004510	AT1G18700
EVM0004512	AT3G25220
EVM0004515	AT1G54050
EVM0004516	AT1G19300
EVM0004521	AT5G03870
EVM0004524	AT3G61710
EVM0004533	AT1G09630
EVM0004537	AT5G47520
EVM0004543	AT5G14710
EVM0004544	AT3G26340
EVM0004546	AT1G29700
EVM0004547	AT4G15417
EVM0004550	AT4G05090
EVM0004551	AT2G33840
EVM0004552	AT2G38140
EVM0004559	AT2G05210
EVM0004561	AT5G16630
EVM0004566	AT5G45900
EVM0004568	AT1G67960
EVM0004570	AT2G02380
EVM0004574	AT3G18670
EVM0004575	AT1G01970
EVM0004578	AT5G16030
EVM0004579	AT4G25850
EVM0004583	AT3G04240
EVM0004585	AT2G39780
EVM0004587	AT1G80710
EVM0004588	AT1G52540
EVM0004589	AT1G26470
EVM0004591	AT1G24265
EVM0004592	AT1G64300
EVM0004596	ATCG00130
EVM0004600	AT1G05300
EVM0004602	AT1G16180
EVM0004603	AT5G21990
EVM0004604	AT5G13950
EVM0004606	AT1G80230
EVM0004608	AT5G52210
EVM0004612	AT3G22104
EVM0004613	AT3G44820
EVM0004614	AT3G48890
EVM0004615	AT2G37440
EVM0004617	AT2G18300
EVM0004620	AT4G01880
EVM0004634	AT5G36160
EVM0004635	AT1G04970
EVM0004640	AT5G53920
EVM0004641	AT2G42520
EVM0004646	AT4G32010
EVM0004648	AT3G13750
EVM0004651	AT4G02405
EVM0004657	AT1G65980
EVM0004659	AT2G37925
EVM0004661	AT3G17350
EVM0004665	AT5G14950
EVM0004666	AT3G53320
EVM0004676	AT2G28780
EVM0004679	AT4G32320
EVM0004682	AT1G21880
EVM0004683	AT4G22600
EVM0004688	AT4G39280
EVM0004690	AT3G22190
EVM0004692	AT5G20040
EVM0004693	AT1G32780
EVM0004697	AT4G26510
EVM0004703	AT1G19860
EVM0004704	AT1G18270
EVM0004706	AT2G27790
EVM0004707	AT3G62980
EVM0004713	AT1G65280
EVM0004718	AT5G22790
EVM0004719	AT2G35470
EVM0004723	AT4G15480
EVM0004724	AT3G58520
EVM0004728	AT5G53440
EVM0004731	AT4G02280
EVM0004736	AT5G04820
EVM0004737	AT3G12930
EVM0004739	AT1G09840
EVM0004746	AT5G24300
EVM0004747	AT5G16210
EVM0004749	AT4G18450
EVM0004750	AT1G64690
EVM0004757	AT5G54400
EVM0004762	AT1G78680
EVM0004768	AT3G10160
EVM0004769	AT1G07570
EVM0004780	AT2G14910
EVM0004784	AT5G25070
EVM0004785	AT3G57280
EVM0004786	AT3G12920
EVM0004789	AT4G29900
EVM0004790	AT5G62500
EVM0004793	AT5G04310
EVM0004794	AT1G53460
EVM0004795	AT2G12550
EVM0004797	AT4G35250
EVM0004803	AT3G46790
EVM0004806	AT3G09925
EVM0004814	AT4G25200
EVM0004815	AT5G13510
EVM0004823	AT1G79120
EVM0004825	AT2G33830
EVM0004832	AT2G04530
EVM0004833	AT3G62140
EVM0004836	AT5G35360
EVM0004840	AT2G03050
EVM0004844	AT1G69010
EVM0004848	AT2G34050
EVM0004849	AT1G68850
EVM0004854	AT1G05690
EVM0004860	AT2G16060
EVM0004861	AT2G24370
EVM0004867	AT2G22125
EVM0004868	AT3G60240
EVM0004871	AT3G18840
EVM0004873	AT1G52510
EVM0004874	AT3G18040
EVM0004875	AT3G20320
EVM0004878	AT3G09080
EVM0004879	AT4G23560
EVM0004881	AT1G26690
EVM0004884	AT1G04020
EVM0004895	AT5G49330
EVM0004897	AT2G13100
EVM0004898	AT3G14570
EVM0004900	AT1G61215
EVM0004901	AT5G12190
EVM0004902	AT2G37080
EVM0004904	AT1G45230
EVM0004911	AT1G50450
EVM0004912	AT1G12650
EVM0004913	AT2G28270
EVM0004915	AT1G05160
EVM0004916	AT4G00720
EVM0004930	AT4G09010
EVM0004931	AT1G20760
EVM0004934	AT3G54040
EVM0004939	AT1G17745
EVM0004942	AT3G08650
EVM0004943	AT1G67325
EVM0004947	AT1G02960
EVM0004949	AT5G55940
EVM0004951	AT5G51840
EVM0004959	AT3G06960
EVM0004962	AT5G28300
EVM0004966	AT4G01800
EVM0004972	AT5G46550
EVM0004978	AT1G20930
EVM0004981	AT3G57890
EVM0004991	AT1G03150
EVM0004995	AT1G72470
EVM0004997	AT1G36990
EVM0004998	AT2G32150
EVM0005005	AT3G07580
EVM0005012	AT3G24320
EVM0005014	AT1G03100
EVM0005027	AT1G08910
EVM0005028	AT1G78520
EVM0005035	AT1G22180
EVM0005043	AT5G36930
EVM0005045	AT4G05000
EVM0005048	AT3G51300
EVM0005051	AT5G30495
EVM0005052	AT5G22860
EVM0005054	AT1G78780
EVM0005057	AT3G56010
EVM0005059	AT5G11450
EVM0005064	AT5G37010
EVM0005065	AT2G41790
EVM0005066	AT1G32320
EVM0005081	AT1G64355
EVM0005082	AT5G67170
EVM0005087	AT1G06270
EVM0005099	AT3G18010
EVM0005101	AT5G39900
EVM0005104	AT3G06430
EVM0005106	AT5G17020
EVM0005109	AT5G25270
EVM0005112	AT1G76650
EVM0005118	AT2G03620
EVM0005119	AT2G25970
EVM0005121	AT4G18270
EVM0005123	AT4G32810
EVM0005124	AT3G27870
EVM0005129	AT1G20370
EVM0005130	AT5G40010
EVM0005133	AT1G03010
EVM0005137	AT2G40240
EVM0005147	AT3G57230
EVM0005149	AT1G01900
EVM0005152	AT3G10840
EVM0005156	AT3G45970
EVM0005164	AT1G69940
EVM0005166	AT1G31920
EVM0005167	AT1G28520
EVM0005168	AT5G35400
EVM0005172	AT4G14240
EVM0005174	AT5G17230
EVM0005176	AT1G61065
EVM0005186	AT1G58470
EVM0005192	AT1G28960
EVM0005202	AT3G59080
EVM0005210	AT4G26410
EVM0005211	AT1G74160
EVM0005212	AT1G74720
EVM0005215	AT4G36280
EVM0005221	AT3G29360
EVM0005222	AT5G10270
EVM0005225	AT1G43710
EVM0005231	AT1G18030
EVM0005235	AT3G47440
EVM0005237	AT3G26850
EVM0005242	AT5G23210
EVM0005243	AT4G31120
EVM0005247	AT2G40430
EVM0005249	AT1G31480
EVM0005252	AT5G44970
EVM0005258	AT1G73360
EVM0005259	AT5G50150
EVM0005261	AT5G64980
EVM0005263	AT3G09470
EVM0005264	AT4G35290
EVM0005266	AT5G27330
EVM0005269	AT5G58620
EVM0005272	AT4G15093
EVM0005274	AT1G19110
EVM0005280	AT1G16480
EVM0005281	AT1G30240
EVM0005283	AT5G48060
EVM0005287	AT5G08780
EVM0005289	AT5G27870
EVM0005293	AT1G43190
EVM0005295	AT5G18910
EVM0005300	AT3G48425
EVM0005301	AT5G58003
EVM0005302	AT1G20693
EVM0005304	AT2G39620
EVM0005323	AT5G40330
EVM0005324	AT5G58510
EVM0005328	AT3G58730
EVM0005336	AT3G25660
EVM0005337	AT2G46100
EVM0005338	AT1G15520
EVM0005339	AT5G16000
EVM0005341	AT5G51800
EVM0005342	AT1G52600
EVM0005343	AT2G35660
EVM0005353	AT5G36700
EVM0005367	AT1G64970
EVM0005376	AT2G37420
EVM0005377	AT4G15900
EVM0005381	AT3G58060
EVM0005392	AT5G19500
EVM0005399	AT2G31600
EVM0005400	AT5G19740
EVM0005401	AT5G43250
EVM0005403	AT5G20510
EVM0005404	AT4G05420
EVM0005408	AT5G41270
EVM0005409	AT4G33680
EVM0005410	ATMG00900
EVM0005413	AT5G16860
EVM0005416	AT3G56590
EVM0005422	AT2G15580
EVM0005424	AT2G21620
EVM0005427	AT4G30480
EVM0005428	AT3G24440
EVM0005433	AT4G38600
EVM0005434	AT1G09820
EVM0005435	AT1G27480
EVM0005442	AT3G14880
EVM0005448	AT5G65700
EVM0005451	AT2G19860
EVM0005452	AT1G22460
EVM0005458	AT1G35420
EVM0005460	AT5G24680
EVM0005467	AT5G24090
EVM0005468	AT5G24910
EVM0005474	AT5G46080
EVM0005475	AT2G36710
EVM0005477	AT4G04900
EVM0005478	AT3G56120
EVM0005484	AT5G57890
EVM0005492	AT5G63000
EVM0005494	AT4G24480
EVM0005497	AT1G28320
EVM0005498	AT3G05410
EVM0005502	AT3G24080
EVM0005507	AT4G16765
EVM0005509	AT3G62720
EVM0005512	AT1G51980
EVM0005513	AT1G20540
EVM0005520	AT1G15200
EVM0005521	AT3G25620
EVM0005527	AT3G26610
EVM0005529	AT5G24860
EVM0005532	AT3G15010
EVM0005535	AT1G15230
EVM0005537	AT1G59840
EVM0005538	AT1G10350
EVM0005547	AT2G24530
EVM0005548	AT2G33220
EVM0005553	AT5G62170
EVM0005554	AT1G71110
EVM0005555	AT5G35200
EVM0005556	AT5G27740
EVM0005558	AT4G18140
EVM0005559	AT3G16250
EVM0005564	AT3G11570
EVM0005571	AT1G77220
EVM0005574	AT2G06000
EVM0005577	AT5G48850
EVM0005581	AT5G66460
EVM0005584	AT5G50300
EVM0005586	AT2G26970
EVM0005593	AT1G25360
EVM0005602	AT1G19100
EVM0005607	AT4G38920
EVM0005609	AT5G54290
EVM0005614	AT4G38710
EVM0005616	AT1G67140
EVM0005618	AT2G28900
EVM0005619	AT4G02450
EVM0005621	AT2G46340
EVM0005624	AT3G07720
EVM0005628	AT1G21410
EVM0005631	ATCG00150
EVM0005632	AT3G02910
EVM0005635	AT1G13570
EVM0005638	AT1G07200
EVM0005639	AT5G24650
EVM0005641	AT2G20770
EVM0005644	AT1G76250
EVM0005645	AT4G14030
EVM0005648	AT2G34580
EVM0005649	AT2G40780
EVM0005654	AT2G27980
EVM0005656	AT4G31840
EVM0005660	AT2G45440
EVM0005663	AT1G02640
EVM0005664	AT1G77850
EVM0005666	AT2G18290
EVM0005675	AT4G33250
EVM0005676	AT4G38670
EVM0005679	AT1G71695
EVM0005685	AT4G35160
EVM0005688	AT1G79490
EVM0005690	AT4G17000
EVM0005694	AT5G66230
EVM0005698	AT2G40800
EVM0005702	AT3G10915
EVM0005705	AT3G02580
EVM0005707	AT1G08080
EVM0005708	AT3G08850
EVM0005711	AT4G16780
EVM0005712	AT3G20560
EVM0005715	ATCG00800
EVM0005717	AT2G24520
EVM0005722	AT3G17880
EVM0005732	AT5G67570
EVM0005733	AT2G38410
EVM0005735	AT2G36430
EVM0005736	AT4G12300
EVM0005739	AT3G63490
EVM0005743	AT5G50870
EVM0005745	AT3G54960
EVM0005748	AT3G61680
EVM0005749	AT1G12820
EVM0005757	AT4G24440
EVM0005759	AT3G54400
EVM0005763	AT4G36660
EVM0005771	AT1G73060
EVM0005785	AT2G35610
EVM0005789	AT1G78620
EVM0005790	AT1G47710
EVM0005792	AT2G38370
EVM0005794	AT3G27820
EVM0005796	AT1G30755
EVM0005806	ATMG00080
EVM0005808	AT5G02770
EVM0005809	AT1G14730
EVM0005811	AT2G29700
EVM0005818	AT1G21230
EVM0005819	AT1G18970
EVM0005820	AT5G58320
EVM0005824	AT1G15140
EVM0005828	AT4G32300
EVM0005830	AT3G05480
EVM0005832	AT4G28720
EVM0005837	AT1G12600
EVM0005844	AT2G39990
EVM0005845	AT5G52030
EVM0005848	AT1G21350
EVM0005850	AT2G33800
EVM0005853	AT1G69400
EVM0005854	AT5G50010
EVM0005857	AT1G13750
EVM0005859	AT5G47820
EVM0005861	AT4G14385
EVM0005863	AT3G44530
EVM0005867	AT2G32240
EVM0005872	AT1G07900
EVM0005874	AT4G00340
EVM0005879	AT1G54790
EVM0005880	AT4G30100
EVM0005881	AT1G78170
EVM0005882	AT2G47940
EVM0005885	AT1G67500
EVM0005891	ATMG00290
EVM0005893	AT5G47570
EVM0005895	AT5G63860
EVM0005897	AT1G15760
EVM0005901	AT1G32210
EVM0005903	AT1G48270
EVM0005914	AT2G19910
EVM0005917	AT2G38310
EVM0005921	AT2G05810
EVM0005924	AT5G38510
EVM0005926	AT2G15680
EVM0005927	AT5G63040
EVM0005928	AT3G47520
EVM0005932	AT2G06025
EVM0005934	AT5G21105
EVM0005939	AT3G61690
EVM0005940	AT4G00895
EVM0005948	AT1G03900
EVM0005950	AT5G51160
EVM0005952	AT4G22260
EVM0005954	AT4G28190
EVM0005964	AT5G01010
EVM0005967	AT3G26570
EVM0005972	AT5G24630
EVM0005976	AT1G25290
EVM0005983	AT5G53280
EVM0005989	AT4G32160
EVM0005993	AT4G20325
EVM0005996	AT5G62290
EVM0005997	AT5G15750
EVM0006002	AT1G06143
EVM0006005	AT3G47870
EVM0006006	AT2G41705
EVM0006010	AT1G69020
EVM0006011	AT1G09730
EVM0006018	AT4G25830
EVM0006020	AT5G57460
EVM0006022	AT1G24120
EVM0006023	AT4G01400
EVM0006024	AT5G60150
EVM0006030	AT3G13050
EVM0006040	AT1G03090
EVM0006043	AT4G12570
EVM0006046	AT1G19690
EVM0006047	AT5G06580
EVM0006050	AT1G08770
EVM0006051	AT1G52360
EVM0006055	AT5G42940
EVM0006056	AT2G02540
EVM0006061	AT5G48150
EVM0006062	AT1G32470
EVM0006063	AT4G20850
EVM0006068	AT1G63500
EVM0006073	AT4G26010
EVM0006076	AT1G73190
EVM0006077	AT4G22730
EVM0006087	AT5G17370
EVM0006089	AT5G13030
EVM0006092	AT1G58120
EVM0006096	AT2G01818
EVM0006097	AT4G29380
EVM0006100	AT3G05980
EVM0006102	AT3G07350
EVM0006107	AT3G03690
EVM0006109	AT1G13110
EVM0006112	AT2G31510
EVM0006114	AT1G04300
EVM0006121	AT1G61690
EVM0006123	AT4G16760
EVM0006124	AT5G14080
EVM0006126	AT1G51720
EVM0006129	AT3G04400
EVM0006130	AT5G07580
EVM0006131	AT4G24110
EVM0006137	AT5G54510
EVM0006138	AT4G15470
EVM0006140	AT1G28260
EVM0006146	AT1G15740
EVM0006147	AT3G07160
EVM0006148	AT1G12380
EVM0006149	AT3G22150
EVM0006151	AT1G22170
EVM0006153	AT1G05910
EVM0006156	AT4G25670
EVM0006157	AT1G13980
EVM0006158	AT4G16270
EVM0006164	AT4G26670
EVM0006166	AT4G27750
EVM0006167	AT5G46560
EVM0006170	AT3G20230
EVM0006174	AT3G56940
EVM0006175	AT1G72220
EVM0006180	AT4G17420
EVM0006182	AT1G10780
EVM0006186	AT4G13710
EVM0006187	AT1G28240
EVM0006188	AT5G25760
EVM0006193	AT2G42810
EVM0006199	AT3G49900
EVM0006205	AT2G41500
EVM0006210	AT1G77090
EVM0006217	AT3G61490
EVM0006218	AT5G42660
EVM0006219	AT4G34000
EVM0006220	AT3G47840
EVM0006225	AT5G10010
EVM0006226	AT5G27990
EVM0006229	AT3G09720
EVM0006233	AT1G09870
EVM0006237	AT4G35350
EVM0006250	AT1G55310
EVM0006256	AT3G22830
EVM0006259	AT3G09220
EVM0006262	ATMG01110
EVM0006264	AT3G03800
EVM0006265	AT3G30180
EVM0006266	AT3G57030
EVM0006270	AT5G25840
EVM0006271	AT1G24340
EVM0006272	AT3G01160
EVM0006276	AT3G18620
EVM0006277	AT5G08280
EVM0006278	AT3G53030
EVM0006283	AT5G27270
EVM0006285	AT4G28600
EVM0006291	AT5G14940
EVM0006292	AT5G04670
EVM0006303	AT5G60850
EVM0006305	AT5G45380
EVM0006307	AT5G20910
EVM0006308	AT5G16750
EVM0006310	AT3G10230
EVM0006313	AT3G21550
EVM0006315	AT3G02160
EVM0006318	AT5G23450
EVM0006321	AT1G79650
EVM0006322	AT1G48100
EVM0006323	AT1G68185
EVM0006326	AT4G17670
EVM0006327	AT5G42080
EVM0006338	AT1G22700
EVM0006339	AT2G28260
EVM0006340	AT5G43990
EVM0006341	AT2G42840
EVM0006347	AT5G43470
EVM0006349	AT4G02390
EVM0006352	AT2G19950
EVM0006353	AT1G54650
EVM0006359	AT5G59750
EVM0006373	AT2G38080
EVM0006377	AT4G01290
EVM0006379	AT4G25730
EVM0006382	ATCG01310
EVM0006386	AT3G54120
EVM0006387	AT1G54290
EVM0006389	AT1G03780
EVM0006392	AT4G34090
EVM0006394	AT1G05370
EVM0006398	AT3G11470
EVM0006400	AT2G26170
EVM0006401	AT5G02270
EVM0006404	AT5G22740
EVM0006405	AT1G19800
EVM0006407	AT5G42250
EVM0006408	AT1G43860
EVM0006411	AT4G39970
EVM0006417	AT2G40095
EVM0006419	AT3G23670
EVM0006423	AT3G23890
EVM0006424	AT4G30400
EVM0006425	AT1G31790
