EVM0021012	GRMZM5G894156
EVM0018023	GRMZM5G891295
EVM0007378	GRMZM2G068217
EVM0017437	GRMZM5G844143
EVM0007164	GRMZM2G093623
EVM0003653	GRMZM2G022934
EVM0002530	GRMZM2G474656
EVM0021630	GRMZM2G096370
EVM0022834	GRMZM2G081943
EVM0010141	GRMZM2G179732
EVM0018996	GRMZM2G045090
EVM0015671	GRMZM2G547542
EVM0020364	GRMZM2G334165
EVM0007855	GRMZM2G048392
EVM0028301	AC210013.4
EVM0009427	GRMZM2G410515
EVM0023817	GRMZM5G879235
EVM0017317	GRMZM2G439201
EVM0008156	GRMZM2G325008
EVM0007446	GRMZM2G047533
EVM0027466	GRMZM2G070381
EVM0000090	GRMZM2G301194
EVM0021622	GRMZM2G155980
EVM0014227	GRMZM2G397948
EVM0028059	GRMZM2G040050
EVM0036469	GRMZM2G172917
EVM0008651	GRMZM2G151204
EVM0005996	GRMZM2G170382
EVM0001213	GRMZM2G105019
EVM0031419	GRMZM2G127821
EVM0032689	GRMZM2G076617
EVM0001427	GRMZM2G012229
EVM0012769	GRMZM2G053111
EVM0024873	GRMZM2G479068
EVM0031887	GRMZM2G145041
EVM0001464	GRMZM2G350319
EVM0019417	GRMZM2G385605
EVM0010866	GRMZM2G464754
EVM0000740	GRMZM2G028516
EVM0015343	GRMZM2G101125
EVM0002273	GRMZM2G064845
EVM0014596	GRMZM2G701566
EVM0028697	GRMZM2G166659
EVM0019937	GRMZM2G151268
EVM0011640	GRMZM2G327042
EVM0009620	GRMZM2G334225
EVM0023820	GRMZM2G361847
EVM0016803	GRMZM2G052148
EVM0006323	GRMZM2G073404
EVM0013746	GRMZM2G022793
EVM0037106	GRMZM2G045366
EVM0012304	GRMZM2G102156
EVM0019847	GRMZM2G039455
EVM0016526	GRMZM2G042627
EVM0012647	GRMZM2G116434
EVM0016925	GRMZM5G851769
EVM0025465	GRMZM2G166771
EVM0015855	GRMZM2G451327
EVM0006653	GRMZM2G159547
EVM0001436	GRMZM2G174716
EVM0004181	GRMZM2G016586
EVM0031377	GRMZM2G086093
EVM0000121	GRMZM2G095763
EVM0009840	GRMZM2G316191
EVM0013336	GRMZM2G062244
EVM0012266	GRMZM2G435373
EVM0006984	GRMZM5G807639
EVM0007057	GRMZM2G149619
EVM0005338	GRMZM5G892675
EVM0015607	GRMZM2G086032
EVM0011105	GRMZM2G128981
EVM0036353	GRMZM2G077114
EVM0012088	GRMZM2G387076
EVM0023398	GRMZM2G120016
EVM0000204	GRMZM2G149534
EVM0033262	GRMZM2G319130
EVM0023332	GRMZM2G031827
EVM0023758	GRMZM2G032049
EVM0001614	GRMZM2G123940
EVM0035755	GRMZM2G116563
EVM0019773	GRMZM5G839592
EVM0030869	GRMZM2G040587
EVM0013025	GRMZM2G417594
EVM0018689	GRMZM2G064675
EVM0007089	GRMZM2G463462
EVM0013950	GRMZM2G107651
EVM0020415	GRMZM2G038162
EVM0000142	GRMZM2G150160
EVM0020761	GRMZM2G007695
EVM0010928	GRMZM2G040030
EVM0008657	GRMZM2G030125
EVM0031163	GRMZM2G440198
EVM0018626	GRMZM2G020620
EVM0014840	GRMZM2G368898
EVM0005584	GRMZM2G358791
EVM0032991	GRMZM2G165633
EVM0009076	GRMZM5G829103
EVM0011229	GRMZM2G161380
EVM0024703	GRMZM2G590033
EVM0021183	GRMZM2G139372
EVM0031475	GRMZM2G011236
EVM0010385	GRMZM2G104546
EVM0007860	GRMZM2G151319
EVM0004432	GRMZM2G125140
EVM0025687	GRMZM2G159678
EVM0004448	GRMZM2G049201
EVM0028174	GRMZM5G867882
EVM0005467	GRMZM2G130686
EVM0004588	GRMZM2G118939
EVM0032123	GRMZM2G341959
EVM0018144	GRMZM5G809695
EVM0001492	GRMZM2G040720
EVM0020221	GRMZM2G070448
EVM0016167	GRMZM2G317451
EVM0005649	GRMZM2G092165
EVM0035440	GRMZM2G169173
EVM0014278	GRMZM2G406074
EVM0030871	GRMZM2G053066
EVM0019929	GRMZM5G836501
EVM0024333	GRMZM5G803610
EVM0026296	GRMZM2G094978
EVM0018604	GRMZM2G014872
EVM0015684	GRMZM2G135782
EVM0000176	GRMZM2G093405
EVM0017751	GRMZM6G474234
EVM0036730	GRMZM2G078781
EVM0022342	GRMZM2G005798
EVM0023641	GRMZM2G050501
EVM0019829	GRMZM2G139550
EVM0009198	GRMZM2G405804
EVM0016719	GRMZM2G383154
EVM0009162	GRMZM2G321940
EVM0025965	GRMZM2G146486
EVM0008188	GRMZM2G145518
EVM0013093	GRMZM2G126682
EVM0019168	GRMZM2G366795
EVM0013367	GRMZM2G362942
EVM0022547	GRMZM2G103135
EVM0012468	GRMZM2G313027
EVM0025566	GRMZM2G021704
EVM0000523	GRMZM2G089949
EVM0026407	GRMZM2G096051
EVM0004032	GRMZM2G301071
EVM0015576	GRMZM2G054470
EVM0001957	GRMZM2G083677
EVM0032825	GRMZM2G145905
EVM0004537	GRMZM2G335738
EVM0007670	GRMZM2G135990
EVM0030570	GRMZM2G357595
EVM0026240	GRMZM2G127421
EVM0015243	GRMZM2G068471
EVM0018232	GRMZM2G144716
EVM0031412	GRMZM2G167431
EVM0033439	GRMZM2G054225
EVM0009179	GRMZM5G876003
EVM0025296	GRMZM2G361593
EVM0011727	GRMZM2G454952
EVM0024135	AC197705.4
EVM0010276	GRMZM2G069422
EVM0012018	GRMZM2G108284
EVM0006624	GRMZM2G084125
EVM0017765	GRMZM2G057733
EVM0014096	GRMZM2G042442
EVM0002422	GRMZM2G122431
EVM0012506	GRMZM2G010944
EVM0011569	GRMZM2G110378
EVM0033723	GRMZM2G132633
EVM0007560	GRMZM2G017845
EVM0022475	GRMZM2G179677
EVM0015735	GRMZM2G079817
EVM0017906	GRMZM2G123262
EVM0013795	GRMZM2G041818
EVM0021702	GRMZM2G394261
EVM0010646	GRMZM2G066460
EVM0029269	GRMZM2G123922
EVM0036934	GRMZM2G367941
EVM0008509	GRMZM2G112337
EVM0002813	GRMZM2G447447
EVM0036074	GRMZM2G089598
EVM0013080	GRMZM2G324903
EVM0034719	GRMZM2G092008
EVM0000820	GRMZM2G007630
EVM0017411	GRMZM2G015132
EVM0020216	GRMZM2G096303
EVM0033167	GRMZM2G030712
EVM0018853	GRMZM2G127490
EVM0016828	GRMZM2G149201
EVM0000016	GRMZM2G007681
EVM0028569	GRMZM2G146219
EVM0003949	GRMZM2G015344
EVM0023543	GRMZM2G058414
EVM0017891	GRMZM5G872217
EVM0035836	GRMZM2G089974
EVM0022997	GRMZM2G158657
EVM0035861	GRMZM2G176647
EVM0000780	GRMZM2G040477
EVM0027888	GRMZM2G127123
EVM0012557	GRMZM2G013450
EVM0032641	GRMZM2G064145
EVM0025382	GRMZM2G009928
EVM0009701	GRMZM2G466270
EVM0029003	GRMZM2G373341
EVM0034914	GRMZM2G027663
EVM0004065	GRMZM2G030717
EVM0000292	GRMZM2G177220
EVM0001949	AC233966.1
EVM0000922	GRMZM2G175799
EVM0010706	GRMZM2G144739
EVM0013432	GRMZM2G041454
EVM0018759	GRMZM5G899366
EVM0008385	GRMZM2G157247
EVM0031218	GRMZM5G848603
EVM0032059	GRMZM2G173597
EVM0031557	GRMZM2G142964
EVM0003355	GRMZM2G024051
EVM0036785	GRMZM2G005848
EVM0018497	GRMZM2G442404
EVM0014963	AC217401.3
EVM0016792	GRMZM2G002492
EVM0024622	GRMZM2G037422
EVM0033058	AC233892.1
EVM0012584	GRMZM2G062738
EVM0004122	GRMZM2G152214
EVM0027971	GRMZM2G089050
EVM0035236	GRMZM2G315806
EVM0016787	GRMZM2G052166
EVM0000104	GRMZM2G146589
EVM0000692	GRMZM2G703373
EVM0001329	GRMZM2G101707
EVM0029571	GRMZM2G421857
EVM0002699	GRMZM2G310674
EVM0003201	GRMZM2G476069
EVM0026431	GRMZM2G033592
EVM0023409	GRMZM2G065205
EVM0001703	GRMZM2G087226
EVM0011472	GRMZM2G047564
EVM0000336	GRMZM2G471904
EVM0008343	GRMZM2G040933
EVM0028660	GRMZM2G105184
EVM0007957	GRMZM2G051793
EVM0000134	GRMZM2G075250
EVM0008524	GRMZM2G015291
EVM0017851	GRMZM2G162020
EVM0010084	GRMZM2G141411
EVM0003017	GRMZM2G145974
EVM0012149	GRMZM5G831712
EVM0002666	GRMZM2G051179
EVM0026640	GRMZM2G049027
EVM0011028	GRMZM2G170632
EVM0030981	GRMZM5G804893
EVM0025689	GRMZM2G314679
EVM0029274	GRMZM5G815606
EVM0001671	GRMZM2G108149
EVM0029594	AC208201.3
EVM0004299	GRMZM2G164352
EVM0001551	GRMZM2G438239
EVM0031692	GRMZM2G005170
EVM0026799	GRMZM2G127374
EVM0012622	GRMZM2G056572
EVM0002823	GRMZM2G175396
EVM0004624	GRMZM2G022884
EVM0011829	GRMZM5G825854
EVM0003239	GRMZM2G153068
EVM0034989	GRMZM2G407249
EVM0028622	GRMZM2G079823
EVM0023208	GRMZM2G104983
EVM0012639	GRMZM2G156162
EVM0011457	GRMZM2G445100
EVM0027270	GRMZM2G174669
EVM0035891	GRMZM2G330650
EVM0008275	GRMZM5G838147
EVM0023179	GRMZM2G170013
EVM0000741	GRMZM2G031169
EVM0027824	GRMZM2G051952
EVM0033769	GRMZM2G442658
EVM0019790	GRMZM2G083068
EVM0012120	GRMZM2G390160
EVM0027604	GRMZM2G127393
EVM0029056	GRMZM5G879737
EVM0017293	GRMZM2G087758
EVM0016722	GRMZM2G481440
EVM0010830	GRMZM2G048591
EVM0034240	GRMZM2G104639
EVM0034739	GRMZM2G114706
EVM0014069	GRMZM2G082642
EVM0033176	GRMZM2G172357
EVM0003063	GRMZM2G127546
EVM0001523	GRMZM2G116185
EVM0002808	GRMZM2G146951
EVM0025268	GRMZM2G023591
EVM0028167	GRMZM5G892700
EVM0022541	GRMZM2G023711
EVM0030078	GRMZM2G001160
EVM0014197	GRMZM2G083716
EVM0036623	GRMZM2G034110
EVM0001549	GRMZM2G009948
EVM0007926	GRMZM2G080521
EVM0020370	GRMZM2G063754
EVM0031738	GRMZM2G062657
EVM0028851	GRMZM2G474451
EVM0021096	GRMZM5G848768
EVM0008865	GRMZM2G351747
EVM0008097	GRMZM2G093950
EVM0003559	GRMZM2G020859
EVM0017547	GRMZM2G144705
EVM0016324	GRMZM2G097226
EVM0026228	GRMZM2G055216
EVM0024906	GRMZM2G335218
EVM0036316	GRMZM5G877500
EVM0001868	GRMZM2G037614
EVM0009766	GRMZM2G155464
EVM0033515	GRMZM2G323499
EVM0029604	GRMZM2G055489
EVM0016340	GRMZM2G152555
EVM0008131	GRMZM2G094928
EVM0002807	GRMZM2G079938
EVM0000585	GRMZM2G018356
EVM0022120	GRMZM2G137358
EVM0014487	GRMZM2G005256
EVM0001626	GRMZM5G815369
EVM0013366	GRMZM2G432850
EVM0034156	GRMZM2G582965
EVM0034356	GRMZM2G176537
EVM0009584	GRMZM2G042208
EVM0029364	GRMZM2G061206
EVM0026321	GRMZM2G010321
EVM0010381	GRMZM2G102745
EVM0013074	GRMZM2G355523
EVM0029095	GRMZM2G138421
EVM0033804	GRMZM2G442489
EVM0014404	GRMZM2G122793
EVM0003077	GRMZM2G102181
EVM0023815	GRMZM2G085641
EVM0018029	GRMZM2G000531
EVM0026076	GRMZM2G132913
EVM0009231	GRMZM2G179693
EVM0002265	GRMZM2G099891
EVM0014998	GRMZM2G077401
EVM0010057	GRMZM5G832651
EVM0009939	GRMZM2G162292
EVM0026504	GRMZM2G116063
EVM0024408	GRMZM2G063069
EVM0006278	GRMZM2G009843
EVM0003902	GRMZM2G109244
EVM0024070	GRMZM2G350447
EVM0008287	GRMZM2G161506
EVM0019058	GRMZM2G113267
EVM0023375	GRMZM2G008712
EVM0026350	GRMZM5G877647
EVM0001412	GRMZM2G155991
EVM0033581	GRMZM2G323830
EVM0009499	GRMZM2G101042
EVM0027397	GRMZM2G172011
EVM0006900	GRMZM2G087245
EVM0034238	GRMZM2G093313
EVM0022558	GRMZM2G152438
EVM0036622	GRMZM2G419969
EVM0011838	GRMZM2G095904
EVM0021287	GRMZM2G119256
EVM0010687	GRMZM2G047949
EVM0031227	GRMZM2G077757
EVM0006687	GRMZM2G166753
EVM0003424	GRMZM2G334584
EVM0003708	GRMZM2G002754
EVM0032434	GRMZM2G075925
EVM0010411	GRMZM2G403797
EVM0017142	GRMZM2G156765
EVM0002064	GRMZM2G071330
EVM0007594	GRMZM2G173413
EVM0014560	GRMZM2G043191
EVM0009850	GRMZM2G084498
EVM0013815	GRMZM2G059799
EVM0030375	GRMZM2G066636
EVM0023593	GRMZM2G311969
EVM0028056	GRMZM2G055464
EVM0030729	GRMZM5G866223
EVM0030519	GRMZM2G138572
EVM0008264	GRMZM2G034043
EVM0028561	GRMZM2G098764
EVM0013525	GRMZM2G161299
EVM0009899	GRMZM2G035150
EVM0012037	GRMZM5G892361
EVM0020622	GRMZM2G361501
EVM0007379	GRMZM2G064159
EVM0012470	GRMZM2G040843
EVM0006809	GRMZM2G059252
EVM0008056	GRMZM2G349603
EVM0001143	GRMZM2G092123
EVM0001130	GRMZM2G059991
EVM0014570	GRMZM6G901724
EVM0036458	GRMZM2G118355
EVM0019294	GRMZM2G154267
EVM0009245	GRMZM5G832772
EVM0007340	GRMZM2G143238
EVM0014587	GRMZM2G130085
EVM0018889	GRMZM2G000741
EVM0029270	GRMZM2G011068
EVM0001980	GRMZM5G837841
EVM0003461	GRMZM5G831584
EVM0002553	GRMZM2G028438
EVM0030698	GRMZM2G160184
EVM0028150	GRMZM2G065585
EVM0004795	GRMZM2G070881
EVM0003401	GRMZM2G178072
EVM0030762	GRMZM2G127034
EVM0009174	AC197246.3
EVM0027379	GRMZM2G128248
EVM0016492	GRMZM2G118690
EVM0005492	GRMZM5G806649
EVM0025309	GRMZM5G860235
EVM0031430	GRMZM2G178025
EVM0017233	GRMZM2G011129
EVM0025406	GRMZM2G023798
EVM0006308	GRMZM2G014276
EVM0028810	GRMZM2G106683
EVM0033264	GRMZM2G131793
EVM0010296	GRMZM2G135795
EVM0014627	GRMZM2G461145
EVM0031912	GRMZM2G163307
EVM0011146	GRMZM5G838414
EVM0004648	GRMZM2G130375
EVM0031210	GRMZM2G019166
EVM0033231	GRMZM2G103101
EVM0013428	GRMZM2G148626
EVM0023982	GRMZM2G111022
EVM0022615	GRMZM5G872997
EVM0000319	GRMZM2G016521
EVM0021615	GRMZM2G142870
EVM0035578	GRMZM2G038066
EVM0016542	GRMZM2G082399
EVM0006486	GRMZM2G135354
EVM0000027	GRMZM2G441115
EVM0014281	GRMZM2G123843
EVM0000054	GRMZM2G084947
EVM0000590	GRMZM2G076542
EVM0026930	GRMZM2G055970
EVM0035829	GRMZM2G140432
EVM0030405	GRMZM2G069596
EVM0022988	GRMZM2G467528
EVM0031678	GRMZM2G144420
EVM0012683	GRMZM2G035217
EVM0004259	GRMZM2G458164
EVM0010485	GRMZM2G394962
EVM0012110	GRMZM2G069486
EVM0019495	GRMZM2G071987
EVM0005231	GRMZM2G126832
EVM0003295	GRMZM2G018238
EVM0027840	GRMZM5G833389
EVM0019603	GRMZM2G018771
EVM0004451	GRMZM2G081053
EVM0031409	GRMZM2G053384
EVM0036020	GRMZM2G145390
EVM0025541	GRMZM2G099382
EVM0030654	GRMZM2G170812
EVM0007609	GRMZM2G058078
EVM0011120	GRMZM2G000980
EVM0029457	GRMZM2G159295
EVM0013562	GRMZM2G145496
EVM0022404	GRMZM2G006477
EVM0026699	GRMZM2G022763
EVM0030671	GRMZM2G019744
EVM0019054	GRMZM2G145128
EVM0028806	GRMZM2G117459
EVM0026807	GRMZM5G826700
EVM0005112	GRMZM2G104523
EVM0013035	GRMZM2G037431
EVM0033244	GRMZM2G003814
EVM0017002	GRMZM2G150754
EVM0010516	GRMZM2G475495
EVM0005547	GRMZM2G101264
EVM0025141	GRMZM2G454928
EVM0020363	GRMZM2G093305
EVM0031400	GRMZM2G145482
EVM0015970	GRMZM2G318346
EVM0027962	GRMZM2G446108
EVM0028506	GRMZM2G473385
EVM0035449	GRMZM2G028648
EVM0000908	AC155390.2
EVM0015526	GRMZM2G094418
EVM0032582	GRMZM2G109966
EVM0023370	GRMZM2G106653
EVM0009318	GRMZM2G064212
EVM0030656	GRMZM2G468693
EVM0002679	GRMZM2G033634
EVM0024958	GRMZM5G889372
EVM0009213	GRMZM2G166089
EVM0011810	GRMZM2G413652
EVM0014976	GRMZM2G068639
EVM0000551	GRMZM2G396402
EVM0030043	GRMZM2G095441
EVM0022936	GRMZM2G476685
EVM0030597	GRMZM2G414913
EVM0026854	GRMZM2G010714
EVM0029628	GRMZM2G059308
EVM0013807	GRMZM2G076802
EVM0025138	GRMZM5G884538
EVM0018032	GRMZM2G389948
EVM0006051	GRMZM2G141587
EVM0032869	GRMZM2G086237
EVM0009117	AC233960.1
EVM0008299	GRMZM2G090435
EVM0029893	GRMZM2G155899
EVM0002160	GRMZM2G003692
EVM0035291	GRMZM2G020401
EVM0011164	GRMZM2G148370
EVM0023946	GRMZM2G045779
EVM0023476	GRMZM2G146885
EVM0000459	GRMZM2G177019
EVM0029505	GRMZM2G092493
EVM0023859	GRMZM2G160996
EVM0019976	GRMZM2G162949
EVM0026866	GRMZM2G102356
EVM0017333	GRMZM2G315264
EVM0004657	GRMZM2G055936
EVM0027856	GRMZM2G003509
EVM0015053	GRMZM2G034697
EVM0034259	GRMZM2G038964
EVM0014425	GRMZM2G354093
EVM0003987	GRMZM2G088309
EVM0002101	GRMZM2G009125
EVM0019577	GRMZM2G447535
EVM0020465	GRMZM2G117771
EVM0012946	AC233853.1
EVM0030867	GRMZM2G331754
EVM0029321	GRMZM2G110582
EVM0014389	GRMZM2G108477
EVM0000111	GRMZM5G803490
EVM0006568	GRMZM2G076705
EVM0023735	GRMZM2G023520
EVM0002534	GRMZM2G023528
EVM0001820	GRMZM2G065292
EVM0024457	GRMZM2G096759
EVM0034174	GRMZM2G010637
EVM0028384	GRMZM2G108686
EVM0012706	GRMZM2G050234
EVM0002030	GRMZM2G444029
EVM0009458	GRMZM2G009103
EVM0026424	GRMZM2G360455
EVM0013827	GRMZM5G864815
EVM0032819	GRMZM2G051270
EVM0001659	GRMZM2G112228
EVM0008822	GRMZM2G540403
EVM0023775	GRMZM2G329047
EVM0035776	GRMZM2G448687
EVM0009730	GRMZM2G076062
EVM0035307	GRMZM2G018314
EVM0011153	GRMZM5G878754
EVM0027484	GRMZM2G034383
EVM0005702	GRMZM2G023992
EVM0018792	GRMZM2G306851
EVM0014266	GRMZM2G058496
EVM0002412	GRMZM2G178209
EVM0013033	GRMZM2G047370
EVM0009226	GRMZM5G861791
EVM0003007	GRMZM5G815453
EVM0024736	GRMZM2G004908
EVM0019630	GRMZM2G446047
EVM0032078	GRMZM2G340084
EVM0036658	GRMZM2G150866
EVM0001429	GRMZM6G924006
EVM0026140	GRMZM2G366607
EVM0016274	GRMZM2G154641
EVM0001897	GRMZM2G052670
EVM0028788	GRMZM2G012319
EVM0023940	GRMZM2G123633
EVM0022366	GRMZM2G341729
EVM0030286	GRMZM5G870572
EVM0026457	GRMZM2G082191
EVM0018518	GRMZM2G326627
EVM0023591	GRMZM2G014419
EVM0011206	GRMZM2G092517
EVM0018303	GRMZM2G133314
EVM0020567	GRMZM2G022904
EVM0008270	GRMZM2G089121
EVM0023097	GRMZM2G100982
EVM0036044	GRMZM2G700291
EVM0024580	GRMZM2G017654
EVM0022738	GRMZM2G158097
EVM0025205	GRMZM2G027232
EVM0008161	GRMZM2G069713
EVM0001731	GRMZM2G000610
EVM0022549	GRMZM2G137498
EVM0015193	GRMZM2G166665
EVM0012485	GRMZM2G415846
EVM0011470	GRMZM2G052666
EVM0016295	GRMZM2G399677
EVM0034321	GRMZM2G176225
EVM0020679	GRMZM2G153722
EVM0025108	GRMZM2G385050
EVM0018360	GRMZM2G365035
EVM0007129	GRMZM2G139786
EVM0012798	GRMZM2G073770
EVM0011667	GRMZM2G091383
EVM0014249	GRMZM2G107532
EVM0000160	GRMZM2G034019
EVM0036786	GRMZM2G479340
EVM0012861	GRMZM2G018281
EVM0028120	GRMZM2G092739
EVM0016547	GRMZM2G028136
EVM0032212	GRMZM2G178415
EVM0034314	AC233942.1
EVM0032248	GRMZM2G048616
EVM0014703	GRMZM2G057451
EVM0020084	GRMZM2G079236
EVM0033503	GRMZM2G038050
EVM0035762	GRMZM2G353885
EVM0034555	GRMZM2G446218
EVM0026075	GRMZM2G442000
EVM0015896	GRMZM2G168679
EVM0013372	GRMZM2G039746
EVM0012195	GRMZM2G178795
EVM0023095	GRMZM2G161087
EVM0021539	GRMZM2G127717
EVM0026265	GRMZM2G055652
EVM0014121	GRMZM2G022662
EVM0019126	GRMZM2G043484
EVM0023954	GRMZM2G329710
EVM0015782	GRMZM2G019583
EVM0015222	GRMZM2G025356
EVM0003000	GRMZM2G033379
EVM0006149	GRMZM2G456123
EVM0012673	GRMZM2G109720
EVM0000460	GRMZM2G136879
EVM0000637	GRMZM2G170567
EVM0024767	GRMZM2G161809
EVM0029071	GRMZM2G403620
EVM0003609	GRMZM2G107689
EVM0003784	GRMZM2G115855
EVM0013090	GRMZM2G049681
EVM0022982	GRMZM2G174598
EVM0000756	GRMZM2G109618
EVM0009644	GRMZM2G046355
EVM0021266	GRMZM2G064503
EVM0036195	GRMZM2G301860
EVM0031797	GRMZM2G008726
EVM0024945	GRMZM2G070555
EVM0001097	GRMZM2G062587
EVM0012586	GRMZM2G046824
EVM0032003	GRMZM2G081573
EVM0030917	GRMZM2G097283
EVM0028631	GRMZM2G372632
EVM0005934	GRMZM2G141376
EVM0017553	GRMZM2G144415
EVM0015090	GRMZM2G310283
EVM0010574	GRMZM2G163476
EVM0026901	GRMZM2G395672
EVM0002687	GRMZM2G020574
EVM0021316	GRMZM2G092604
EVM0007407	GRMZM2G033175
EVM0031861	GRMZM2G093217
EVM0005392	GRMZM2G136794
EVM0007896	GRMZM2G087186
EVM0021667	AC215201.3
EVM0014578	GRMZM2G002515
EVM0009183	GRMZM2G133016
EVM0035915	GRMZM2G006790
EVM0026843	GRMZM2G094444
EVM0014083	GRMZM2G104045
EVM0036497	GRMZM2G111247
EVM0009150	GRMZM2G171998
EVM0015795	GRMZM2G135703
EVM0011909	GRMZM2G080588
EVM0029931	GRMZM2G477236
EVM0008263	GRMZM2G150598
EVM0032966	GRMZM2G018398
EVM0033325	GRMZM2G046994
EVM0000837	GRMZM2G076257
EVM0018130	GRMZM2G067371
EVM0003013	GRMZM2G378906
EVM0017226	GRMZM2G035785
EVM0004604	GRMZM2G462062
EVM0005401	GRMZM2G099461
EVM0018184	GRMZM2G139892
EVM0016744	GRMZM2G082998
EVM0026666	GRMZM2G030673
EVM0029683	GRMZM2G395354
EVM0000545	GRMZM5G816891
EVM0029765	GRMZM2G313068
EVM0006199	GRMZM2G180490
EVM0017815	GRMZM2G362368
EVM0006665	GRMZM2G176735
EVM0023166	GRMZM2G015159
EVM0001734	GRMZM2G119490
EVM0011352	GRMZM2G167568
EVM0004666	GRMZM2G036619
EVM0014048	GRMZM2G075637
EVM0023307	GRMZM2G086066
EVM0031155	GRMZM2G162251
EVM0006626	GRMZM2G018728
EVM0020421	GRMZM2G029543
EVM0010045	GRMZM2G051752
EVM0027839	GRMZM2G005298
EVM0016158	GRMZM2G026927
EVM0002440	GRMZM2G015861
EVM0028852	GRMZM2G174204
EVM0000891	GRMZM2G372297
EVM0028646	GRMZM2G006006
EVM0028691	GRMZM2G010596
EVM0031352	GRMZM2G160560
EVM0022511	GRMZM5G864693
EVM0013711	GRMZM2G092793
EVM0021242	GRMZM2G044388
EVM0012362	GRMZM2G154628
EVM0027869	GRMZM2G021107
EVM0004951	GRMZM2G015880
EVM0035149	GRMZM2G045435
EVM0010452	GRMZM2G051288
EVM0001649	GRMZM2G114578
EVM0025033	GRMZM2G018962
EVM0009802	GRMZM2G093157
EVM0002055	GRMZM2G138511
EVM0021904	GRMZM2G017933
EVM0022441	GRMZM2G093022
EVM0012080	GRMZM2G120329
EVM0018471	GRMZM2G387528
EVM0025021	GRMZM2G036640
EVM0003827	GRMZM2G148060
EVM0026633	GRMZM2G047095
EVM0024261	GRMZM2G026746
EVM0035151	GRMZM2G095924
EVM0018544	GRMZM2G437460
EVM0021654	GRMZM2G047255
EVM0003859	GRMZM2G041181
EVM0004091	GRMZM2G074103
EVM0015647	GRMZM2G094500
EVM0022656	GRMZM2G355450
EVM0007462	GRMZM2G055507
EVM0023729	GRMZM2G075499
EVM0016802	GRMZM2G344476
EVM0006448	GRMZM2G147942
EVM0032369	GRMZM2G468932
EVM0035559	GRMZM2G170829
EVM0012837	GRMZM2G150190
EVM0020191	GRMZM5G871592
EVM0020632	GRMZM2G126656
EVM0013957	GRMZM2G152457
EVM0028602	GRMZM2G475380
EVM0011191	GRMZM2G175867
EVM0017557	GRMZM2G106590
EVM0003213	GRMZM2G032315
EVM0011948	GRMZM2G131595
EVM0025672	GRMZM2G365319
EVM0022272	GRMZM2G015784
EVM0027779	GRMZM2G135199
EVM0010010	GRMZM2G440259
EVM0008457	GRMZM2G083711
EVM0004172	GRMZM2G002616
EVM0005554	GRMZM2G130868
EVM0014943	GRMZM2G046297
EVM0016114	GRMZM2G430039
EVM0008520	GRMZM2G164965
EVM0021299	GRMZM2G127559
EVM0022603	GRMZM2G156937
EVM0036614	GRMZM2G096391
EVM0034044	GRMZM5G843914
EVM0027210	GRMZM2G097282
EVM0015713	GRMZM2G078569
EVM0015032	GRMZM2G036708
EVM0013021	GRMZM2G013783
EVM0029834	GRMZM2G074158
EVM0036265	GRMZM2G137971
EVM0011342	GRMZM2G060817
EVM0024526	GRMZM2G090086
EVM0024350	GRMZM2G019919
EVM0017752	GRMZM2G040131
EVM0029323	GRMZM2G011624
EVM0037231	GRMZM2G048277
EVM0006684	AC234175.1
EVM0005129	GRMZM2G112352
EVM0027713	GRMZM2G153683
EVM0006989	GRMZM2G013016
EVM0021926	GRMZM2G156910
EVM0031286	GRMZM2G058870
EVM0008405	GRMZM2G015875
EVM0004458	GRMZM2G130790
EVM0001384	GRMZM2G122805
EVM0034703	GRMZM2G027375
EVM0030976	GRMZM2G016457
EVM0002151	GRMZM2G447617
EVM0023784	GRMZM2G442057
EVM0036111	GRMZM2G119691
EVM0017940	GRMZM2G047093
EVM0024545	GRMZM2G096169
EVM0028766	GRMZM2G446515
EVM0036971	GRMZM2G115398
EVM0008942	GRMZM2G000777
EVM0019713	GRMZM2G134563
EVM0024445	GRMZM2G046284
EVM0008378	GRMZM2G121514
EVM0028378	GRMZM2G000608
EVM0013207	GRMZM2G061900
EVM0004797	GRMZM2G143917
EVM0024827	GRMZM2G089396
EVM0024501	GRMZM2G115646
EVM0007127	GRMZM2G156734
EVM0036154	GRMZM2G089982
EVM0029217	GRMZM5G896731
EVM0003928	GRMZM2G453320
EVM0023506	GRMZM2G061602
EVM0011912	GRMZM2G051626
EVM0023016	GRMZM2G113156
EVM0009300	GRMZM2G046590
EVM0029483	GRMZM2G070898
EVM0029676	GRMZM2G009571
EVM0004612	GRMZM2G444075
EVM0036441	GRMZM2G340749
EVM0012311	GRMZM2G178333
EVM0021603	GRMZM2G409265
EVM0017816	GRMZM2G084389
EVM0016801	GRMZM2G474883
EVM0026885	GRMZM2G042895
EVM0001235	GRMZM2G119169
EVM0022358	GRMZM2G587327
EVM0011389	GRMZM2G450125
EVM0033909	GRMZM2G141665
EVM0016494	GRMZM2G037284
EVM0010577	GRMZM2G119886
EVM0032081	GRMZM2G113928
EVM0003687	GRMZM2G033694
EVM0010493	GRMZM2G429658
EVM0017462	GRMZM2G036720
EVM0002649	GRMZM2G075227
EVM0000881	GRMZM2G017305
EVM0009800	GRMZM2G313184
EVM0025452	GRMZM2G000623
